doc_id,id,subclass,label,split
MF_gossipcop-5627872766,gossipcop-5627872766,MF,fake,train
MF_gossipcop-7733393536,gossipcop-7733393536,MF,fake,validation
MF_gossipcop-2251959234,gossipcop-2251959234,MF,fake,train
MF_gossipcop-3616210099,gossipcop-3616210099,MF,fake,train
MF_gossipcop-5893961433,gossipcop-5893961433,MF,fake,train
MF_gossipcop-6334503716,gossipcop-6334503716,MF,fake,train
MF_gossipcop-7277038830,gossipcop-7277038830,MF,fake,train
MF_gossipcop-667682841,gossipcop-667682841,MF,fake,train
MF_gossipcop-3554672356,gossipcop-3554672356,MF,fake,validation
MF_gossipcop-3503815402,gossipcop-3503815402,MF,fake,train
MF_gossipcop-2582000806,gossipcop-2582000806,MF,fake,train
MF_gossipcop-2420429687,gossipcop-2420429687,MF,fake,test
MF_gossipcop-3857540577,gossipcop-3857540577,MF,fake,train
MF_gossipcop-8910224421,gossipcop-8910224421,MF,fake,train
MF_gossipcop-8959991452,gossipcop-8959991452,MF,fake,train
MF_gossipcop-6056074095,gossipcop-6056074095,MF,fake,validation
MF_gossipcop-5694632857,gossipcop-5694632857,MF,fake,validation
MF_gossipcop-7401878220,gossipcop-7401878220,MF,fake,train
MF_gossipcop-5516108922,gossipcop-5516108922,MF,fake,train
MF_gossipcop-4038677075,gossipcop-4038677075,MF,fake,train
MF_gossipcop-2273816633,gossipcop-2273816633,MF,fake,validation
MF_gossipcop-7015799492,gossipcop-7015799492,MF,fake,train
MF_gossipcop-8059550357,gossipcop-8059550357,MF,fake,train
MF_gossipcop-6250524442,gossipcop-6250524442,MF,fake,train
MF_gossipcop-4479215560,gossipcop-4479215560,MF,fake,train
MF_gossipcop-5618846968,gossipcop-5618846968,MF,fake,validation
MF_gossipcop-7073979401,gossipcop-7073979401,MF,fake,train
MF_gossipcop-2715725198,gossipcop-2715725198,MF,fake,train
MF_gossipcop-3869389628,gossipcop-3869389628,MF,fake,validation
MF_gossipcop-6436588959,gossipcop-6436588959,MF,fake,validation
MF_gossipcop-7013719242,gossipcop-7013719242,MF,fake,train
MF_gossipcop-1909076702,gossipcop-1909076702,MF,fake,validation
MF_gossipcop-9952783842,gossipcop-9952783842,MF,fake,validation
MF_gossipcop-1143311659,gossipcop-1143311659,MF,fake,train
MF_gossipcop-7141227243,gossipcop-7141227243,MF,fake,test
MF_gossipcop-8859694590,gossipcop-8859694590,MF,fake,test
MF_gossipcop-6098748582,gossipcop-6098748582,MF,fake,train
MF_gossipcop-5744599732,gossipcop-5744599732,MF,fake,train
MF_gossipcop-789310692,gossipcop-789310692,MF,fake,train
MF_gossipcop-5774819182,gossipcop-5774819182,MF,fake,train
MF_gossipcop-3359439576,gossipcop-3359439576,MF,fake,train
MF_gossipcop-4074882984,gossipcop-4074882984,MF,fake,train
MF_gossipcop-2968759787,gossipcop-2968759787,MF,fake,test
MF_gossipcop-6068765070,gossipcop-6068765070,MF,fake,train
MF_gossipcop-1794650088,gossipcop-1794650088,MF,fake,train
MF_gossipcop-3697095661,gossipcop-3697095661,MF,fake,validation
MF_gossipcop-8922086778,gossipcop-8922086778,MF,fake,train
MF_gossipcop-6227263697,gossipcop-6227263697,MF,fake,test
MF_gossipcop-2266317886,gossipcop-2266317886,MF,fake,test
MF_gossipcop-6393096526,gossipcop-6393096526,MF,fake,train
MF_gossipcop-4091073419,gossipcop-4091073419,MF,fake,train
MF_gossipcop-9406231872,gossipcop-9406231872,MF,fake,validation
MF_gossipcop-5030393897,gossipcop-5030393897,MF,fake,train
MF_gossipcop-1000240645,gossipcop-1000240645,MF,fake,train
MF_gossipcop-7516056437,gossipcop-7516056437,MF,fake,test
MF_gossipcop-8002615775,gossipcop-8002615775,MF,fake,train
MF_gossipcop-9903637821,gossipcop-9903637821,MF,fake,train
MF_gossipcop-8997245819,gossipcop-8997245819,MF,fake,train
MF_gossipcop-2853982179,gossipcop-2853982179,MF,fake,train
MF_gossipcop-5401761885,gossipcop-5401761885,MF,fake,train
MF_gossipcop-540665094,gossipcop-540665094,MF,fake,train
MF_gossipcop-4183480644,gossipcop-4183480644,MF,fake,test
MF_gossipcop-5766538446,gossipcop-5766538446,MF,fake,train
MF_gossipcop-3165034309,gossipcop-3165034309,MF,fake,test
MF_gossipcop-9180203998,gossipcop-9180203998,MF,fake,train
MF_gossipcop-75092956,gossipcop-75092956,MF,fake,train
MF_gossipcop-4047751028,gossipcop-4047751028,MF,fake,train
MF_gossipcop-3203418099,gossipcop-3203418099,MF,fake,train
MF_gossipcop-725504190,gossipcop-725504190,MF,fake,train
MF_gossipcop-594570426,gossipcop-594570426,MF,fake,train
MF_gossipcop-7544598697,gossipcop-7544598697,MF,fake,validation
MF_gossipcop-1823945424,gossipcop-1823945424,MF,fake,validation
MF_gossipcop-4910596683,gossipcop-4910596683,MF,fake,test
MF_gossipcop-147879308,gossipcop-147879308,MF,fake,train
MF_gossipcop-9469068409,gossipcop-9469068409,MF,fake,train
MF_gossipcop-4148349938,gossipcop-4148349938,MF,fake,train
MF_gossipcop-106514171,gossipcop-106514171,MF,fake,train
MF_gossipcop-9241910388,gossipcop-9241910388,MF,fake,train
MF_gossipcop-5905235038,gossipcop-5905235038,MF,fake,train
MF_gossipcop-7817725290,gossipcop-7817725290,MF,fake,train
MF_gossipcop-9088228404,gossipcop-9088228404,MF,fake,train
MF_gossipcop-6887785794,gossipcop-6887785794,MF,fake,train
MF_gossipcop-6166126691,gossipcop-6166126691,MF,fake,train
MF_gossipcop-1023576750,gossipcop-1023576750,MF,fake,train
MF_gossipcop-8260667329,gossipcop-8260667329,MF,fake,train
MF_gossipcop-8983281647,gossipcop-8983281647,MF,fake,train
MF_gossipcop-8126073985,gossipcop-8126073985,MF,fake,test
MF_gossipcop-4485310153,gossipcop-4485310153,MF,fake,test
MF_gossipcop-8456652125,gossipcop-8456652125,MF,fake,train
MF_gossipcop-7913189384,gossipcop-7913189384,MF,fake,train
MF_gossipcop-4689707405,gossipcop-4689707405,MF,fake,test
MF_gossipcop-1266666545,gossipcop-1266666545,MF,fake,test
MF_gossipcop-8639851395,gossipcop-8639851395,MF,fake,train
MF_gossipcop-4647631061,gossipcop-4647631061,MF,fake,validation
MF_gossipcop-3503173508,gossipcop-3503173508,MF,fake,train
MF_gossipcop-5327470451,gossipcop-5327470451,MF,fake,validation
MF_gossipcop-9438636824,gossipcop-9438636824,MF,fake,test
MF_gossipcop-1494351955,gossipcop-1494351955,MF,fake,test
MF_gossipcop-3280356381,gossipcop-3280356381,MF,fake,test
MF_gossipcop-7264126859,gossipcop-7264126859,MF,fake,train
MF_gossipcop-2208472672,gossipcop-2208472672,MF,fake,train
MF_gossipcop-1783331592,gossipcop-1783331592,MF,fake,train
MF_gossipcop-6239092761,gossipcop-6239092761,MF,fake,train
MF_gossipcop-9360969741,gossipcop-9360969741,MF,fake,train
MF_gossipcop-8632935108,gossipcop-8632935108,MF,fake,test
MF_gossipcop-2181992320,gossipcop-2181992320,MF,fake,validation
MF_gossipcop-8215665964,gossipcop-8215665964,MF,fake,train
MF_gossipcop-1432833690,gossipcop-1432833690,MF,fake,train
MF_gossipcop-8904022923,gossipcop-8904022923,MF,fake,train
MF_gossipcop-6650664760,gossipcop-6650664760,MF,fake,train
MF_gossipcop-3131203056,gossipcop-3131203056,MF,fake,train
MF_gossipcop-3724090406,gossipcop-3724090406,MF,fake,train
MF_gossipcop-5110387759,gossipcop-5110387759,MF,fake,train
MF_gossipcop-7704079622,gossipcop-7704079622,MF,fake,train
MF_gossipcop-8002247687,gossipcop-8002247687,MF,fake,train
MF_gossipcop-4383623389,gossipcop-4383623389,MF,fake,train
MF_gossipcop-5475659487,gossipcop-5475659487,MF,fake,validation
MF_gossipcop-3793083965,gossipcop-3793083965,MF,fake,test
MF_gossipcop-2418065637,gossipcop-2418065637,MF,fake,train
MF_gossipcop-8978702474,gossipcop-8978702474,MF,fake,train
MF_gossipcop-4757444837,gossipcop-4757444837,MF,fake,train
MF_gossipcop-9239880847,gossipcop-9239880847,MF,fake,train
MF_gossipcop-2589181519,gossipcop-2589181519,MF,fake,train
MF_gossipcop-5061123187,gossipcop-5061123187,MF,fake,test
MF_gossipcop-7750399555,gossipcop-7750399555,MF,fake,validation
MF_gossipcop-9754080475,gossipcop-9754080475,MF,fake,train
MF_gossipcop-9852856645,gossipcop-9852856645,MF,fake,test
MF_gossipcop-6744601361,gossipcop-6744601361,MF,fake,train
MF_gossipcop-9320114358,gossipcop-9320114358,MF,fake,train
MF_gossipcop-759972540,gossipcop-759972540,MF,fake,train
MF_gossipcop-5003398449,gossipcop-5003398449,MF,fake,train
MF_gossipcop-8423057498,gossipcop-8423057498,MF,fake,train
MF_gossipcop-351430968,gossipcop-351430968,MF,fake,train
MF_gossipcop-16254156,gossipcop-16254156,MF,fake,test
MF_gossipcop-4621782557,gossipcop-4621782557,MF,fake,train
MF_gossipcop-293723332,gossipcop-293723332,MF,fake,train
MF_gossipcop-3112228740,gossipcop-3112228740,MF,fake,test
MF_gossipcop-798249568,gossipcop-798249568,MF,fake,validation
MF_gossipcop-3753468656,gossipcop-3753468656,MF,fake,train
MF_gossipcop-6984927757,gossipcop-6984927757,MF,fake,train
MF_gossipcop-8702463823,gossipcop-8702463823,MF,fake,train
MF_gossipcop-388110790,gossipcop-388110790,MF,fake,train
MF_gossipcop-4135229344,gossipcop-4135229344,MF,fake,train
MF_gossipcop-911205800,gossipcop-911205800,MF,fake,test
MF_gossipcop-8165397612,gossipcop-8165397612,MF,fake,train
MF_gossipcop-3300618073,gossipcop-3300618073,MF,fake,validation
MF_gossipcop-5989177922,gossipcop-5989177922,MF,fake,validation
MF_gossipcop-646817503,gossipcop-646817503,MF,fake,test
MF_gossipcop-9041236345,gossipcop-9041236345,MF,fake,train
MF_gossipcop-6424474439,gossipcop-6424474439,MF,fake,test
MF_gossipcop-2548751922,gossipcop-2548751922,MF,fake,test
MF_gossipcop-8967672351,gossipcop-8967672351,MF,fake,test
MF_gossipcop-383021129,gossipcop-383021129,MF,fake,test
MF_gossipcop-3824818320,gossipcop-3824818320,MF,fake,train
MF_gossipcop-5810460358,gossipcop-5810460358,MF,fake,validation
MF_gossipcop-656513706,gossipcop-656513706,MF,fake,train
MF_gossipcop-6732122284,gossipcop-6732122284,MF,fake,test
MF_gossipcop-8865743828,gossipcop-8865743828,MF,fake,train
MF_gossipcop-1606507932,gossipcop-1606507932,MF,fake,test
MF_gossipcop-8230208122,gossipcop-8230208122,MF,fake,validation
MF_gossipcop-6834670327,gossipcop-6834670327,MF,fake,test
MF_gossipcop-3617356354,gossipcop-3617356354,MF,fake,test
MF_gossipcop-4847768997,gossipcop-4847768997,MF,fake,validation
MF_gossipcop-5238881623,gossipcop-5238881623,MF,fake,train
MF_gossipcop-5846125151,gossipcop-5846125151,MF,fake,train
MF_gossipcop-1714394663,gossipcop-1714394663,MF,fake,test
MF_gossipcop-5716738084,gossipcop-5716738084,MF,fake,train
MF_gossipcop-7665800483,gossipcop-7665800483,MF,fake,validation
MF_gossipcop-7125233713,gossipcop-7125233713,MF,fake,train
MF_gossipcop-3979367934,gossipcop-3979367934,MF,fake,test
MF_gossipcop-7889565756,gossipcop-7889565756,MF,fake,validation
MF_gossipcop-7242428900,gossipcop-7242428900,MF,fake,validation
MF_gossipcop-931200854,gossipcop-931200854,MF,fake,train
MF_gossipcop-2689700497,gossipcop-2689700497,MF,fake,train
MF_gossipcop-547224423,gossipcop-547224423,MF,fake,validation
MF_gossipcop-220541845,gossipcop-220541845,MF,fake,train
MF_gossipcop-6651400003,gossipcop-6651400003,MF,fake,test
MF_gossipcop-3092036275,gossipcop-3092036275,MF,fake,test
MF_gossipcop-9404464718,gossipcop-9404464718,MF,fake,train
MF_gossipcop-6943935110,gossipcop-6943935110,MF,fake,test
MF_gossipcop-9619738313,gossipcop-9619738313,MF,fake,train
MF_gossipcop-3938890500,gossipcop-3938890500,MF,fake,train
MF_gossipcop-9261424488,gossipcop-9261424488,MF,fake,validation
MF_gossipcop-4282673292,gossipcop-4282673292,MF,fake,train
MF_gossipcop-4769457532,gossipcop-4769457532,MF,fake,test
MF_gossipcop-7215618462,gossipcop-7215618462,MF,fake,validation
MF_gossipcop-658317851,gossipcop-658317851,MF,fake,train
MF_gossipcop-5800178315,gossipcop-5800178315,MF,fake,train
MF_gossipcop-2461397585,gossipcop-2461397585,MF,fake,train
MF_gossipcop-3702589757,gossipcop-3702589757,MF,fake,train
MF_gossipcop-9194768254,gossipcop-9194768254,MF,fake,train
MF_gossipcop-7337238600,gossipcop-7337238600,MF,fake,validation
MF_gossipcop-8306496840,gossipcop-8306496840,MF,fake,train
MF_gossipcop-745116685,gossipcop-745116685,MF,fake,train
MF_gossipcop-5671352259,gossipcop-5671352259,MF,fake,train
MF_gossipcop-8070355544,gossipcop-8070355544,MF,fake,test
MF_gossipcop-9124312881,gossipcop-9124312881,MF,fake,test
MF_gossipcop-1934036410,gossipcop-1934036410,MF,fake,validation
MF_gossipcop-3141132408,gossipcop-3141132408,MF,fake,validation
MF_gossipcop-5931400853,gossipcop-5931400853,MF,fake,train
MF_gossipcop-2089437072,gossipcop-2089437072,MF,fake,train
MF_gossipcop-2488404802,gossipcop-2488404802,MF,fake,test
MF_gossipcop-3800177373,gossipcop-3800177373,MF,fake,train
MF_gossipcop-8734494756,gossipcop-8734494756,MF,fake,train
MF_gossipcop-4550013418,gossipcop-4550013418,MF,fake,train
MF_gossipcop-2518380754,gossipcop-2518380754,MF,fake,train
MF_gossipcop-3419914638,gossipcop-3419914638,MF,fake,train
MF_gossipcop-7130331132,gossipcop-7130331132,MF,fake,validation
MF_gossipcop-9215514933,gossipcop-9215514933,MF,fake,train
MF_gossipcop-5077951266,gossipcop-5077951266,MF,fake,train
MF_gossipcop-3576564168,gossipcop-3576564168,MF,fake,test
MF_gossipcop-6318265526,gossipcop-6318265526,MF,fake,train
MF_gossipcop-5864896208,gossipcop-5864896208,MF,fake,test
MF_gossipcop-3555835496,gossipcop-3555835496,MF,fake,test
MF_gossipcop-8326637037,gossipcop-8326637037,MF,fake,train
MF_gossipcop-2680895146,gossipcop-2680895146,MF,fake,validation
MF_gossipcop-1170441384,gossipcop-1170441384,MF,fake,test
MF_gossipcop-9895751220,gossipcop-9895751220,MF,fake,validation
MF_gossipcop-6229080761,gossipcop-6229080761,MF,fake,validation
MF_gossipcop-1220474761,gossipcop-1220474761,MF,fake,validation
MF_gossipcop-5240781827,gossipcop-5240781827,MF,fake,train
MF_gossipcop-4277956731,gossipcop-4277956731,MF,fake,train
MF_gossipcop-5406061203,gossipcop-5406061203,MF,fake,test
MF_gossipcop-6706668764,gossipcop-6706668764,MF,fake,test
MF_gossipcop-742904634,gossipcop-742904634,MF,fake,test
MF_gossipcop-4772953023,gossipcop-4772953023,MF,fake,train
MF_gossipcop-699303448,gossipcop-699303448,MF,fake,train
MF_gossipcop-3864619614,gossipcop-3864619614,MF,fake,train
MF_gossipcop-1716205275,gossipcop-1716205275,MF,fake,validation
MF_gossipcop-9372084354,gossipcop-9372084354,MF,fake,train
MF_gossipcop-2292535250,gossipcop-2292535250,MF,fake,test
MF_gossipcop-8107039710,gossipcop-8107039710,MF,fake,train
MF_gossipcop-9919498974,gossipcop-9919498974,MF,fake,test
MF_gossipcop-1051672830,gossipcop-1051672830,MF,fake,validation
MF_gossipcop-5581882868,gossipcop-5581882868,MF,fake,train
MF_gossipcop-3921010618,gossipcop-3921010618,MF,fake,train
MF_gossipcop-6926260327,gossipcop-6926260327,MF,fake,train
MF_gossipcop-8829213246,gossipcop-8829213246,MF,fake,validation
MF_gossipcop-8444893240,gossipcop-8444893240,MF,fake,train
MF_gossipcop-9665725384,gossipcop-9665725384,MF,fake,validation
MF_gossipcop-693095047,gossipcop-693095047,MF,fake,train
MF_gossipcop-9452359326,gossipcop-9452359326,MF,fake,test
MF_gossipcop-2047440708,gossipcop-2047440708,MF,fake,train
MF_gossipcop-922696589,gossipcop-922696589,MF,fake,train
MF_gossipcop-2274729224,gossipcop-2274729224,MF,fake,train
MF_gossipcop-8980489693,gossipcop-8980489693,MF,fake,validation
MF_gossipcop-1992584375,gossipcop-1992584375,MF,fake,train
MF_gossipcop-4506936275,gossipcop-4506936275,MF,fake,test
MF_gossipcop-8050670484,gossipcop-8050670484,MF,fake,train
MF_gossipcop-4161682075,gossipcop-4161682075,MF,fake,test
MF_gossipcop-1656652339,gossipcop-1656652339,MF,fake,train
MF_gossipcop-3618455117,gossipcop-3618455117,MF,fake,train
MF_gossipcop-5647859041,gossipcop-5647859041,MF,fake,train
MF_gossipcop-9070961130,gossipcop-9070961130,MF,fake,validation
MF_gossipcop-7353474743,gossipcop-7353474743,MF,fake,train
MF_gossipcop-9983683681,gossipcop-9983683681,MF,fake,train
MF_gossipcop-9808537193,gossipcop-9808537193,MF,fake,train
MF_gossipcop-9746539314,gossipcop-9746539314,MF,fake,train
MF_gossipcop-5527569893,gossipcop-5527569893,MF,fake,train
MF_gossipcop-6657816677,gossipcop-6657816677,MF,fake,train
MF_gossipcop-8139891112,gossipcop-8139891112,MF,fake,validation
MF_gossipcop-5072893790,gossipcop-5072893790,MF,fake,test
MF_gossipcop-5979697041,gossipcop-5979697041,MF,fake,test
MF_gossipcop-6942485586,gossipcop-6942485586,MF,fake,train
MF_gossipcop-5852810951,gossipcop-5852810951,MF,fake,train
MF_gossipcop-5273927563,gossipcop-5273927563,MF,fake,train
MF_gossipcop-7710118200,gossipcop-7710118200,MF,fake,train
MF_gossipcop-9721947560,gossipcop-9721947560,MF,fake,test
MF_gossipcop-1287068479,gossipcop-1287068479,MF,fake,train
MF_gossipcop-7124780186,gossipcop-7124780186,MF,fake,test
MF_gossipcop-2301664029,gossipcop-2301664029,MF,fake,test
MF_gossipcop-5341640208,gossipcop-5341640208,MF,fake,train
MF_gossipcop-7512135180,gossipcop-7512135180,MF,fake,validation
MF_gossipcop-8741087043,gossipcop-8741087043,MF,fake,train
MF_gossipcop-8207524577,gossipcop-8207524577,MF,fake,train
MF_gossipcop-580848065,gossipcop-580848065,MF,fake,train
MF_gossipcop-4614223847,gossipcop-4614223847,MF,fake,validation
MF_gossipcop-6188649288,gossipcop-6188649288,MF,fake,test
MF_gossipcop-9521617242,gossipcop-9521617242,MF,fake,train
MF_gossipcop-7756735722,gossipcop-7756735722,MF,fake,validation
MF_gossipcop-6421829445,gossipcop-6421829445,MF,fake,train
MF_gossipcop-2351174301,gossipcop-2351174301,MF,fake,train
MF_gossipcop-1888140912,gossipcop-1888140912,MF,fake,validation
MF_gossipcop-1619644929,gossipcop-1619644929,MF,fake,test
MF_gossipcop-1220539977,gossipcop-1220539977,MF,fake,test
MF_gossipcop-991937239,gossipcop-991937239,MF,fake,test
MF_gossipcop-6981423094,gossipcop-6981423094,MF,fake,train
MF_gossipcop-8454984419,gossipcop-8454984419,MF,fake,test
MF_gossipcop-2929874445,gossipcop-2929874445,MF,fake,train
MF_gossipcop-3565235075,gossipcop-3565235075,MF,fake,test
MF_gossipcop-7239026988,gossipcop-7239026988,MF,fake,test
MF_gossipcop-4311791656,gossipcop-4311791656,MF,fake,train
MF_gossipcop-9154457624,gossipcop-9154457624,MF,fake,test
MF_gossipcop-4860103814,gossipcop-4860103814,MF,fake,train
MF_gossipcop-1700268836,gossipcop-1700268836,MF,fake,validation
MF_gossipcop-2734628654,gossipcop-2734628654,MF,fake,train
MF_gossipcop-6096757093,gossipcop-6096757093,MF,fake,train
MF_gossipcop-9324688033,gossipcop-9324688033,MF,fake,train
MF_gossipcop-9755892564,gossipcop-9755892564,MF,fake,validation
MF_gossipcop-1512858640,gossipcop-1512858640,MF,fake,train
MF_gossipcop-6006670857,gossipcop-6006670857,MF,fake,validation
MF_gossipcop-9848045916,gossipcop-9848045916,MF,fake,train
MF_gossipcop-5880295549,gossipcop-5880295549,MF,fake,train
MF_gossipcop-1138523739,gossipcop-1138523739,MF,fake,train
MF_gossipcop-3617114014,gossipcop-3617114014,MF,fake,validation
MF_gossipcop-7855644753,gossipcop-7855644753,MF,fake,validation
MF_gossipcop-6765565755,gossipcop-6765565755,MF,fake,train
MF_gossipcop-1211097930,gossipcop-1211097930,MF,fake,test
MF_gossipcop-2336869197,gossipcop-2336869197,MF,fake,test
MF_gossipcop-7364517390,gossipcop-7364517390,MF,fake,train
MF_gossipcop-645995617,gossipcop-645995617,MF,fake,train
MF_gossipcop-631419161,gossipcop-631419161,MF,fake,test
MF_gossipcop-9633211024,gossipcop-9633211024,MF,fake,train
MF_gossipcop-9905067341,gossipcop-9905067341,MF,fake,train
MF_gossipcop-2294437470,gossipcop-2294437470,MF,fake,train
MF_gossipcop-4394027963,gossipcop-4394027963,MF,fake,train
MF_gossipcop-2762780060,gossipcop-2762780060,MF,fake,train
MF_gossipcop-6488638301,gossipcop-6488638301,MF,fake,train
MF_gossipcop-3308313232,gossipcop-3308313232,MF,fake,validation
MF_gossipcop-4081333587,gossipcop-4081333587,MF,fake,test
MF_gossipcop-1549735722,gossipcop-1549735722,MF,fake,train
MF_gossipcop-5793792268,gossipcop-5793792268,MF,fake,test
MF_gossipcop-6817471718,gossipcop-6817471718,MF,fake,train
MF_gossipcop-3970231049,gossipcop-3970231049,MF,fake,validation
MF_gossipcop-2801595685,gossipcop-2801595685,MF,fake,train
MF_gossipcop-6919146972,gossipcop-6919146972,MF,fake,train
MF_gossipcop-4983115467,gossipcop-4983115467,MF,fake,test
MF_gossipcop-8511922365,gossipcop-8511922365,MF,fake,train
MF_gossipcop-5271897559,gossipcop-5271897559,MF,fake,train
MF_gossipcop-8237685246,gossipcop-8237685246,MF,fake,train
MF_gossipcop-2964421045,gossipcop-2964421045,MF,fake,train
MF_gossipcop-75397952,gossipcop-75397952,MF,fake,train
MF_gossipcop-1239218320,gossipcop-1239218320,MF,fake,train
MF_gossipcop-789623646,gossipcop-789623646,MF,fake,test
MF_gossipcop-7397523769,gossipcop-7397523769,MF,fake,validation
MF_gossipcop-8489638104,gossipcop-8489638104,MF,fake,test
MF_gossipcop-7190490486,gossipcop-7190490486,MF,fake,validation
MF_gossipcop-7776639775,gossipcop-7776639775,MF,fake,train
MF_gossipcop-9623729192,gossipcop-9623729192,MF,fake,test
MF_gossipcop-7281538396,gossipcop-7281538396,MF,fake,train
MF_gossipcop-6798466350,gossipcop-6798466350,MF,fake,test
MF_gossipcop-2108146336,gossipcop-2108146336,MF,fake,validation
MF_gossipcop-4781000361,gossipcop-4781000361,MF,fake,validation
MF_gossipcop-7724686547,gossipcop-7724686547,MF,fake,train
MF_gossipcop-9250386784,gossipcop-9250386784,MF,fake,train
MF_gossipcop-886883614,gossipcop-886883614,MF,fake,train
MF_gossipcop-2054806535,gossipcop-2054806535,MF,fake,validation
MF_gossipcop-1535895023,gossipcop-1535895023,MF,fake,train
MF_gossipcop-5164614857,gossipcop-5164614857,MF,fake,train
MF_gossipcop-1264231750,gossipcop-1264231750,MF,fake,train
MF_gossipcop-6527168219,gossipcop-6527168219,MF,fake,train
MF_gossipcop-4921967582,gossipcop-4921967582,MF,fake,test
MF_gossipcop-7807890191,gossipcop-7807890191,MF,fake,train
MF_gossipcop-6069295188,gossipcop-6069295188,MF,fake,validation
MF_gossipcop-9347053063,gossipcop-9347053063,MF,fake,test
MF_gossipcop-6662469852,gossipcop-6662469852,MF,fake,validation
MF_gossipcop-2663107661,gossipcop-2663107661,MF,fake,train
MF_gossipcop-8387711520,gossipcop-8387711520,MF,fake,test
MF_gossipcop-643251638,gossipcop-643251638,MF,fake,test
MF_gossipcop-8682040667,gossipcop-8682040667,MF,fake,train
MF_gossipcop-3084428038,gossipcop-3084428038,MF,fake,train
MF_gossipcop-5427885077,gossipcop-5427885077,MF,fake,test
MF_gossipcop-1951916011,gossipcop-1951916011,MF,fake,validation
MF_gossipcop-8156516597,gossipcop-8156516597,MF,fake,test
MF_gossipcop-4442083577,gossipcop-4442083577,MF,fake,train
MF_gossipcop-7684902856,gossipcop-7684902856,MF,fake,validation
MF_gossipcop-9254172601,gossipcop-9254172601,MF,fake,train
MF_gossipcop-8897143051,gossipcop-8897143051,MF,fake,train
MF_gossipcop-6165861684,gossipcop-6165861684,MF,fake,train
MF_gossipcop-1976997309,gossipcop-1976997309,MF,fake,train
MF_gossipcop-6974111719,gossipcop-6974111719,MF,fake,train
MF_gossipcop-8682242374,gossipcop-8682242374,MF,fake,train
MF_gossipcop-166090243,gossipcop-166090243,MF,fake,train
MF_gossipcop-4180382613,gossipcop-4180382613,MF,fake,validation
MF_gossipcop-3602415683,gossipcop-3602415683,MF,fake,validation
MF_gossipcop-7440482567,gossipcop-7440482567,MF,fake,validation
MF_gossipcop-554917639,gossipcop-554917639,MF,fake,train
MF_gossipcop-3676904411,gossipcop-3676904411,MF,fake,train
MF_gossipcop-3088658270,gossipcop-3088658270,MF,fake,train
MF_gossipcop-9651389426,gossipcop-9651389426,MF,fake,validation
MF_gossipcop-3859615395,gossipcop-3859615395,MF,fake,train
MF_gossipcop-3173304545,gossipcop-3173304545,MF,fake,train
MF_gossipcop-7020711548,gossipcop-7020711548,MF,fake,train
MF_gossipcop-8004500037,gossipcop-8004500037,MF,fake,train
MF_gossipcop-5928759492,gossipcop-5928759492,MF,fake,test
MF_gossipcop-4060575239,gossipcop-4060575239,MF,fake,train
MF_gossipcop-2012367566,gossipcop-2012367566,MF,fake,train
MF_gossipcop-2249523915,gossipcop-2249523915,MF,fake,train
MF_gossipcop-4832989936,gossipcop-4832989936,MF,fake,test
MF_gossipcop-271390612,gossipcop-271390612,MF,fake,train
MF_gossipcop-47955078,gossipcop-47955078,MF,fake,test
MF_gossipcop-8385288350,gossipcop-8385288350,MF,fake,validation
MF_gossipcop-7897551259,gossipcop-7897551259,MF,fake,train
MF_gossipcop-2116458,gossipcop-2116458,MF,fake,train
MF_gossipcop-7521939835,gossipcop-7521939835,MF,fake,test
MF_gossipcop-1052490641,gossipcop-1052490641,MF,fake,train
MF_gossipcop-4084108386,gossipcop-4084108386,MF,fake,train
MF_gossipcop-228740691,gossipcop-228740691,MF,fake,validation
MF_gossipcop-1738357324,gossipcop-1738357324,MF,fake,train
MF_gossipcop-9188797765,gossipcop-9188797765,MF,fake,train
MF_gossipcop-4739595208,gossipcop-4739595208,MF,fake,train
MF_gossipcop-4578461415,gossipcop-4578461415,MF,fake,train
MF_gossipcop-8039891728,gossipcop-8039891728,MF,fake,train
MF_gossipcop-3460288288,gossipcop-3460288288,MF,fake,test
MF_gossipcop-7604909597,gossipcop-7604909597,MF,fake,test
MF_gossipcop-5884179925,gossipcop-5884179925,MF,fake,train
MF_gossipcop-7574436489,gossipcop-7574436489,MF,fake,validation
MF_gossipcop-8046633098,gossipcop-8046633098,MF,fake,train
MF_gossipcop-1380587821,gossipcop-1380587821,MF,fake,train
MF_gossipcop-3873776486,gossipcop-3873776486,MF,fake,train
MF_gossipcop-7796728861,gossipcop-7796728861,MF,fake,train
MF_gossipcop-5127632247,gossipcop-5127632247,MF,fake,test
MF_gossipcop-440281918,gossipcop-440281918,MF,fake,validation
MF_gossipcop-9492612180,gossipcop-9492612180,MF,fake,test
MF_gossipcop-6857305707,gossipcop-6857305707,MF,fake,validation
MF_gossipcop-2011566120,gossipcop-2011566120,MF,fake,train
MF_gossipcop-1612763066,gossipcop-1612763066,MF,fake,validation
MF_gossipcop-5590516976,gossipcop-5590516976,MF,fake,validation
MF_gossipcop-439252914,gossipcop-439252914,MF,fake,test
MF_gossipcop-1748374912,gossipcop-1748374912,MF,fake,train
MF_gossipcop-8184559314,gossipcop-8184559314,MF,fake,train
MF_gossipcop-1433840923,gossipcop-1433840923,MF,fake,train
MF_gossipcop-157955109,gossipcop-157955109,MF,fake,validation
MF_gossipcop-6528028630,gossipcop-6528028630,MF,fake,validation
